,Tweets
341,"We went to attend 
@PTIofficial
 jalsa last night at the call of our Leader 
@ImranKhanPTI
 

All the roads leading to Iqbal Park were Blocked with containers, trucks, buses etc. Even the narrow streets from the nearby mohalla's  were also blocked, such was the fear. "
342,"Overseas Pakistanio- plz watch carefully and note the important few simple straightforward points 
@AndleebAbbas
 guides you through when you send this attached petition. Pakistani human rights being bulldozed by uniformed miscreants acting illegally and since yesterday a British… Show more"
343,عمران خان کے سکواڈ میں موجود گاڑی کو توڑ ڈالا۔ دہشتگردوں والی حرکتیں یہ نہیں چھوڑیں گے۔
344,"Our jalsa at Minar-i-Pakistan last night. Despite all the blockades, people came in huge numbers. They have broken their shackles of fear to move forward in our movement for Haqeeqi Azadi & Rule of Law."
345,"Sharing my lists of human rights orgs, activists and media outlets in this thread:

HR Activists: 
@CharlieCamp6ell 
@KenRoth
@KSaloomey 
@yvonneridley 
@JohnReedwrites 
@EmbJournalist  
@daniofficialfly 
@ClaudeRakisits 
@amandaruthprice  
@marycjordan 
@DerekJGrossman 

1/n"
346,"Almost 32h have passed since Azhar Mashwani was abducted. No FIR, warrant. No one has accepted the custody of Azhar Mashwani even after 32 hours since he is missing. Immediately #ReleaseAzharMashwani !! #حقیقی_آزادی_جلسہ"
347,"Chairman PTI, 
@ImranKhanPTI
 , has highlighted the blatant violation of human rights under the fascist regime in only the past few days.
Over 1000 workers have been arbitrarily detained, including the abduction of 
@MashwaniAzhar
 , the abduction of a 11-year old & also of a special… Show more"
348,"وقت مشکل ہے پر یہ وقت گزر جائے گا 
یار و اغیار کا ہاں فیصلہ کر جائے گا 

This too shall pass Insha'Allah.

#BehindYouPTISMT"
349,"Another one of our social media team member 
@FahadJSiddiqui1
 was just abducted from his house. 
Once again: No crime. No warrant.
Plain and simple abduction.
#PAKISTANUNDERFACISM"
350,"I promise this crackdown against our workers will achieve nothing, except strengthening resolve.
Don't do it. Not for us. For Pakistan.
In Peshawar, young 
@azharkaasifzai
 has been arrested & 
@ikramkhatana75
's house raided. His brother was picked up. We stand with our workers."
351,"عمران خان کا پاکستان 

Vc: 
@markhor_22
 

#StatesmanSpeech"
352,"نہ ہم قوم کے مجرم ہیں
نہ لوٹ کھسوٹ کے جیب بھری
حق انصاف کے ساتھ کھڑے ہیں
آزادی بس مانگتے ہیں
اس لیے اٹھائے جاتے ہیں
ناحق ہی ستائے جاتے ہیں #ReleaseAzharMashwani #ReleaseHassaanNiazi"
353,ہجوم نہیں قوم ہے #جلسہ_نہیں_ریفرینڈم_ہے !!
354,"لاہور نے کمال کر دیا! ماشاء اللہ 
 #حقیقی_آزادی_جلسہ"
355,"کؤیٹہ شہر میں ضمانت ہونے کے بعد ابھی تھوڑی دیر میں اسلام آباد میں 
@HniaziISF
  کی ضمانت پہ بحث ہو گی۔ اُمید ہے انصاف ملے گا۔ انشاللہ حسان کو آزادی ملے گی۔"
356,رش لگ گیا رش!!! ٹاوٹ کہ منہ سے جھاگ نکل آئی!
357,"""تجھے وقت بدلنا ہے""

آج کوئی بھی ظلم کی وجہ سے مایوسی کا دن نا منائے، آج ہمارا دن ہے منہ تور جواب دینے کا ، پر امن طریقے سے جلسے پر جا کر- بارش ہو یا طوفان، آج خان کے ساتھ کھڑے ہو گئے تو ایک knockout punch دے سکتے ہیں ظالموں کو- آئیں، وقت بدلتے ہیں سب مل کر- #حقیقی_آزادی_جلسہ"
358,"پی ٹی آئی سوشل میڈیا سندھ کے ہیڈ ارشد صدیقی کی گمشدگی کا معاملہ

پی ٹی آئی رکن سندھ اسمبلی راجا اظہر، ایڈوکیٹ ڈاکٹرشہاب امام، نواز مندوخیل تھانہ بلوچ کالونی پہنچ گئے

ارشد صدیقی کے بھائی محمد احسن بھی پی ٹی آئی رہنماؤں کے ہمراہ تھانے میں موجود
#ReleaseArshadSiddiqui"
359,"Focal person to Ex PM Imran Khan, Azhar Mashwani has been abducted by FIA on the orders of the fascist Govt of Pakistan.- We demand his immediate release. 

#ReleaseAzharMashwani"
360,حسان نیازی باہر سے پڑھ کر آیا، بڑی خواب دیکھتا، پاکستان کیلئے کچھ کرنا چاہتا، اسے ضمانت کے باوجود جعلی کیس میں پکڑا گیا پھر انہیں کپڑے اتارنے کا جو شوق ہے وہ کیا، اسکے کپڑے اتار کر مارا، میں کبھی نہیں سوچ سکتا تھا ہماری ریاست اتنا نیچے گر سکتی ہے۔ عمران … Show more
361,"25 مئی 2022 سے 18 مارچ 2023 تک صرف اسلام آباد میں پی ٹی آئی کے عہدیداران اور ورکرز کے خلاف اب تک 41 ایف آئی آرز درج ہو چکی ہیں اسلام آباد پولیس کا کام صرف پی ٹی آئی کو دبانا رہ گیا ہے شہر میں جرائم کی شرح تیزی سے بڑھ رہی ہے شہری خود کو غیر محفوظ محسوس کرتے ہیں
#PakUnderFascism"
362,"Supreme Court Bar Association of Pakistan in collaboration with Lahore High Court Bar Association is holding All Pakistan #LawyersConvention on March 29, 2023 on #SupremacyOfConstitution and Rule of Law."
363,ملک میں عدلیہ بحالی کی تحریک برپاہوئی توعمران خان اپنے وکلاءکےساتھ صفِ اوّل میں کھڑےہوئے!آج جاتی امراء کےلٹیرےپھرسےسپریم کورٹ پر حملہ آور ہیں توکپتان اپنی عدلیہ/معززججزکیلئےڈھال بن چکےہیں۔چیف جسٹس صاحب! آپ آئین کی ڈھال بن جائیے،ظاہروپوشیدہ سازش کار آپکاکچھ نہیں بگاڑسکتے،انشاءاللہ
364,"کراچی والوکوان نوسربازیوں سےبےوقوف نہیں بنایاجاسکتا۔جسےیہ تک نہیں پتاکےیہ جگہ کس حلقےمیں آتی ہےاس 
@BBhuttoZardari
کی جماعت کے30سال کی بربادی کراچی والےجانتےہیں!رہی بات کام کی توانHTsپرتفصیل موجودہے
#PTIRestoringKarachi #PTIRestoringNA243 
#PTIRestoringNA244"
365,"آزادی کے متوالوں کا راستہ روکنا اب کسی کے بس کی بات نہیں ! 

Vc: 
@zeeshanimranpti
 #PakistanUnderFascism"
366,"Kindly Recite this Ayat karima 10 times For @MashwaniAzhar Safety..
And reply done.. 
Or just read this..
Allah iska ajar day ga..
Jo Allah k kalam main Barkat hai Wo kisi cheez main nahi..
#ReleaseAzharMashwani 
#اظہر_مشوانی_کو_رہا_کرو"
367,"پی ٹی آئی سوشل میڈیا ٹیم کے خلاف فاشزم جاری: 

عبید الرحمان: سابق سندھ لیڈ، گھر چھاپہ، بھائی گرفتار۔
 معصوم صدیقی: سابق سندھ لیڈ  گھر پر چھاپہ۔
فہد صدیقی:  سندھ کے  لیڈ کے بھائی اغو۔
 ماجد تاجک - بلوچستان لیڈ اغوا۔"
368,"جنون سے اور عشق سے ملتی ہے آزادی!  
@ImranKhanPTI
 صاحب یہ قوم اب فیصلہ کر بیٹھی ہے کہ آپکی قیادت میں #حقیقی_آزادی حاصل کر کے ہی رہے گی، چاہے اسے جس آزمائش سے بھی گزرنا پڑے! 
یہ جذبہ اب عشق میں بدل چکا ہے۔

#جلسہ_نہیں_ریفرینڈم_ہے"
369,Many have asked me about the political situation in Pakistan. Our government has assured me it is aware of the reports and that we are in close contact with our High Commissioner in Islamabad and are monitoring this quickly evolving situation closely.
370,"Mere Pakistaniyo! Remember that these enslaved thugs this disgusting frypan & bootpolish wali regime backed up with establishment will try all they can to stop you lekin today's the day to break the idols of fear & chains of slavery!
#چلو_چلو_مینار_پاکستان_چلو #حقیقی_آزادی_جلسہ"
371,If they feel that by bullying @ANPMarkaz leadership they can force us to shut this program they must remember; we never backed down from terror threats so these paid trolls are not going to scare us . It’s going to take some time to clean their mess of 9 years
372,List of victims in PTI SMT is increasing by the hour. Most of us have worked together for more than a decade for Naya Pakistan; have seen lots of ups & downs but never this level of fascism. This should have never happened; they bleed Green & are true Patriots!#BehindYouPTISMT
373,"کراچی میں اس وقت سوشل میڈیا کے منسلک کارکنان کے گھروں پر چھاپے مارے جارہے ہیں۔ معصوم صدیقی، عبید الرحمان اور فاہد صدیقی کے گھروں پر نامعلوم افراد کی جانب سے چھاپے مارے گئے ہیں۔

اس طرح کی کاروائیوں سے فاشست حکومت کو لگتا ہے شاید عمران خان کی مقبولیت میں کمی آئیگی۔ کم عقل لوگ"
374,Legal point
375,ہم آئین کے ساتھ ہیں #NationSupportsCJP
376,"Keep reciting Ayat karima! and Yaa Salamu pls

And not to forget Islamabad and Rawalpindi people 
PROTEST against the disappearance of 
@MashwaniAzhar
 is 
Tomorrow Inshallah 
Tuesday, 28th March
At 2 Pm at
Islamabad Press Club
#ReleaseAzharMashwani"
377,"نیازی نے لگا دیا ٹکر کا نعرہ

آزادی  آزادی  آزادی "
378,"An amazing speech by Imran Khan!

Exposed the fascism of PDM’s regime however didn’t express any desire to seek revenge despite them crossing every limit!

A solid economic plan with major focus on human development and stressed on the rule of law!

A true #StatesmanSpeech "
379,"سینیٹ میں اپوزیشن لیڈر سینیٹر ڈاکٹر شہزاد وسیم کا پارلیمنٹ کے مشترکہ اجلاس سے دبنگ خطاب- 
@dswpti
#PakistanUnderFascism"
380,"Sharif mafia and PDM regime is m again in action to malign and pressurise Honourable Chief Justice of Pakistan!

Motive is to divide, malign and coerce judiciary to subvert Constitution and delay elections. Pakistan’s Nation completely rejects this act, as #NationSupportsCJP !"
381,رکاوٹیں ہونے کے باوجود عوام کی بڑی تعداد جلسہ گاہ میں موجود #حقیقی_آزادی_جلسہ
382,"کل رات اظہر مشوانی کے بھائی نے اغواء کی درخواست تھانہ گرین ٹاؤن لاہور میں جمع کروائی لیکن پولیس نے نا معلوم افراد کے دباؤ پر FIR درج کرنے سے انکار کر دیا ہے۔ 

جبکہ کوئی ادارہ اظہر مشوانی کی گرفتاری کی بھی تصدیق نہیں کر رہا۔

#ReleaseAzharMashwani"
383,حتّٰی کہ میری گاڑی جوقریب ہی کھڑی تھی اور جس میں کوئ سوار بھی نہ تھا، پر دھاوا بولاگیا اور اسکی کھڑکیاں توڑی گئیں۔ نیوٹرلز کی تھپکی اور آئی جی اسلام آباد کی ایماء پر تحریک انصاف کے حامی عوام/شہریوں کو ڈرانےدھمکانےکیلئےاس نری فسطائیت کا سہارا لیا جارہا ہے۔
384,بس بہت ہوگیا! پنجاب اور اسلام آباد میں پولیس تحریک انصاف کو ہدف بنانےکیلئے پوری ڈھٹائی سے قوانین کی دھجیاں اڑارہی ہے۔آج سہ پہر اظہرمشوانی کو لاہور سےاٹھالیاگیا اور کہاں لےجایاگیا،اب تک معلوم نہیں۔18مارچ کو سینیٹر شبلی فراز اور عمرسلطان جن کے پاس عدالتی کمپلیکس میں داخلے کی
385,"عوام کا ریفرنڈم۔۔۔ حقیقی آزادی 
 #حقیقی_آزادی_جلسہ"
386,"Police has abducted our friend 
@FahadJSiddiqui1
 from his home a few hours back. 
@UbaidIntellect1
 house was raided & they picked his brother up along with all the phones n devices.
This is happening in Karachi too, where volunteers for PTI social media are being targeted."
387,"18اکتوبر2022 کو میری طرف سے موجودہ چیف الیکشن کمشنر کے غیر آئینی اور غیر قانونی اقدامات کے خلاف سپریم جوڈیشل کونسل میں درخواست دائر کی گئی تھی
میری چیف جسٹس سپریم کورٹ سے درخواست ہے کہ اُسے سماعت کے لئیے فی الفور مقرر کیا جائے #آئین_پاکستان_سے_غداری_نامنظور"
388,"On 23 March Azhar Mashwani was abducted & he remains a Missing Person whereabouts unknown. He has committed no crime but is in all probability being tortured into accepting a forced ""confession"" which no one will believe except those full of vengeance. Reporting case to UN WGEID."
