,Tweets
255,NRO-2 کے حوالے سے ایک ٹویٹ پر اعظم سواتی کو زیرِ حراست تشدد کا نشانہ بنایا جانا ہماری تاریخ کا ایک اور شرمناک واقعہ ہے۔ کیا دھونس اور تشدد سے لوگوں کو کسی فرد یا ادارے کے احترام پر مجبور کیا جاسکتا ہے؟ قرآن پاک ہمیں سکھاتا ہے کہ عزت و ذلت کا واحد مالک خدائے بزرگ و برتر ہے
256,With the big drop in international prices the Imported govt must pass on the full benefit of the price reduction to the people who have been crushed by the unprecedented inflation unleashed by this cabal of crooks brought to power through US regime change conspiracy.
257,سندھ میں ہمارےقائدِ حزبِ اختلاف حلیم عادل شیخ پر اس تشدد کی شدید مذمت کرتاہوں۔پاکستان مجرموں کے ایک گروہ کےنرغے میں ہے۔ یہ مافیاز خوب جانتےہیں کہ انتخابات میں انشاءاللہ یہ اپنے سیاسی انجام کو پہنچیں گے چنانچہ ہمارےلوگوں کو دھمکانےکیلئےمافیاز کا سا ہر حربہ استعمال کررہے ہیں۔
258,Warmest greetings on his birthday to His Highness Prince Karim Aga Khan IV. We appreciate his valuable support for & contribution to socio economic development in Pakistan.
259,"Congratulations to Mohsin Leghari,  Meena Leghari, PTI workers & voters for the NA 193 emphatic victory despite govt machinery, neutrals & ECP all working against PTI. My only worry is that this will scare PDM & its handlers more. Therefore, expect greater pressure on SC judges."
260,The fascist Imported govt sunk to a new low today by banning live coverage of my speeches on TV & then blocking YouTube temporarily during my speech at Liaquat Bagh. All this after continuous intimidation of  mediapersons & taking channels off air earlier.
261,I want to thank all the people & especially the lawyers for coming out in huge numbers spontaneously and showing such passionate support yesterday.
262,For overseas Pakistanis' facilitation this is the helpline:
263,قوانین کو مکمل طور پر نظر انداز، ہمارے دستور میں فراہم کردہ بنیادی انسانی حقوق کو صریحاً پامال کرتے ہوئےدرج کئے گئےدرجنوں مقدمات کے ذریعے انہیں ایک سے دوسرے صوبے میں گھسیٹنے کا سلسلہ جاری ہے۔اسکے برعکس اربوں روپے کی کرپشن اور منی لانڈرنگ میں ملوث سلمان شہباز نامی ایک اشتہاری
264,دباؤ میں اپنے اعصاب پر قابو رکھنے اور کڑے مقابلے کے بعد جیت اپنے نام کرنے پر ٹیم پاکستان کو مبارکباد پیش کرتا ہوں۔مشکل وقت میں قوم کی ہمت بندھانے، حوصلہ بڑھانے کیلئے ہمیں ایسی جیت کی اشد ضرورت تھی۔
265,زرداری مافیا کیجانب سےسندھ میں قائدِحزبِ اختلاف حلیم عادل شیخ کومحض انکی زباں بندی کیلئےگرفتار کرنےاور قید میں ڈالنےکی شدید مذمت کرتاہوں۔حلیم کی ٹانگ ٹوٹی ہوئی ہےاور وہ جیل میں بھوک ہڑتال پر ہیں۔ہمارامطالبہ ہے کہ ان کیخلاف تشدد وسیاسی انتقام کاسلسلہ روک کر انہیں فوراًرہا کیاجائے۔
266,Congratulations to javelin thrower Arshad Nadeem for overcoming injury & winning the Gold for Pakistan plus setting a new Games record with a throw of 90.18m.
267,علامہ راجہ ناصر عباس اور MWMکے وفد سے کل ایک نہایت شاندار ملاقات کی۔تمام غلط فہمیاں دور ہوئیں اور انہوں نےہماری حقیقی آزادی کی جدوجہدکےحوالےسے اپنےعزم وحمایت کا اعادہ کیا۔میں نےانہیں یقین دہانی کروائی کہ پنجاب و پختونخوا میں انہیں جو بھی مسائل درپیش ہوں گےہم انہیں حل کریں گے!
268,تخت بائی اتوار کے ضمنی انتخاب اور ہمارے اسلام آباد مارچ کیلئےتیار ہے۔اس سےپہلےکبھی ہمارا ملک کسی مقصد کیلئےیوں متحرک نہیں ہوا جیسےیہ حقیقی آزادی (کےحصول کیلئے) ہوچکاہے۔
269,Congratulations to team KSA for their great victory today against Argentina in the Football World Cup being held in Qatar.
270,"We must not forget Ajmal Masih, who also lost his life in the KPO terrorist attack in Karachi. Govt must look after his family. Sadly, we tend to forget not only these victims of terrorist attacks, who are sole breadwinners of their families, but also the dependants left behind."
271,"اپنےاعصاب پر چھائےہیجان کےباعث انہوں نے ہماری فلڈریلیف ٹیلی تھون تک کو بلیک آؤٹ کیا۔آج انہوں نے 
@SaifullahNyazee
 کےگھر چھاپا مارا اور انکےکمپیوٹر+موبائل وغیرہ لےاُڑے۔امپورٹڈسرکار+اسکےسرپرست ہمیں دیوارسےلگارہے ہیں۔میں انہیں متنبہ کررہاہوں کہ اسکےنتائج ہونگےجو انہیں بھگتناہونگے"
272,"Today Sargodha: Our Jail Bharo (court arrest) movement continues. I want to thank our ldrs, workers & the public that came out again with such junoon (passion) & commitment for Haqeeqi Azadi. I am pleasantly surprised the way PTI ldrshp & workers have broken the shackles of fear."
273,"Fascism at unprecedented levels with police in Islamabad raiding homes without warrants to abduct PTI workers. Where the worker is not present, children as young as 10 yrs are picked up. We demand the immediate release of all our workers & their children who have been abducted."
274,"Had instructed lawyers in UK, incldng Leading Counsel,to start legal proceedings against Geo TV Limited pursuant to the Pre Action Protocol for Media & Communications Claims.A
formal letter of claim has been served today on Geo TV Limited in London & they have 14 days to respond"
275,Imported govt is completely directionless. The only achievement of this cabal of crooks has been to get another NRO for the billions they looted from Pakistan. The question the whole nation is asking is: Who is responsible for this conspiracy against Pakistan?
276,امجد نیازی اور ضمانت کےفوراً بعد اغواء اور ایک اور جھوٹے مقدمے میں نامزد کئے جانے والے حسان نیازی، جس کے بارے میں مجھے بتایا گیا ہے،سمیت اپنے کارکنان اور قائدین پر دورانِ حراست تشدد کی شدید مذمت کرتاہوں۔(پاکستان میں) شرمناک فسطائیت اور جنگل کے قانون کاعملی مظاہرہ جاری ہے!
277,Strongly condemn this torture against our Opposition leader in Sindh Haleem Adil Sheikh. Pakistan is in the grip of a bunch of criminals. These mafias know they will meet their political end in the elections InshaAllah; hence using every mafia type tactic to scare our people.
278,Our people are our strength & people have come out once again to show they stand with our struggle for Haqeeqi Azadi & rule of law. We strongly condemn the raid on Bol TV which again shows the growing fascism in Pak.
279,میں بھی ناکام ہوئے ہیں۔ستم ظریفی تو یہ ہے کہ ایسےمیں جب ہمارے جوان، پولیس اہلکار اور مقامی لوگ روزمرّہ کی بنیاد پر اپنی جانوں کے نذرانے پیش کررہے ہیں، دہشتگردی کے خطرات اور مغربی سرحد سے کئے جانے والے حملوں میں اضافہ مجرموں کی اس سرکار کے اقوال و افکار (بیانیے) میں جگہ تک
280,"For all those spreading rumours about my mtg in Lahore, the reason we returned was bec Lahore was closer & we had already decided not move at night. The only demand I have had for 6 mths is date for early fair & free elections. That will be the ONLY demand if talks are to be held"
281,"Despite cabal of crooks locking down Lahore (see map) & arresting 2000 of our workers, people of Lahore came in huge numbers to make our 6th Minar-i-Pakistan jalsa a great success. I want to especially thank my Lahorites for not letting me down yet again. Proud of you."
282,"This image will remain with me for the rest of my life. The passionate cry for freedom while dancing and pouring water on his head to dilute the effects of tear gas.
MashaAllah a nation waking up finally and demanding freedom."
283,"A lot of countries were born in a cage but broke the cage & flew out like a falcon. Some others preferred to remain caged as pets afraid of the open skies & fed by their masters.
Our Haqiqi Azadi struggle is for our nation to be truly free & sovereign able to chart its own course"
284,یہی تو وہ انقلاب ہےجسکا ذکر میں کررہا تھا! ہمارے حقیقی آزادی مارچ کے تیسرے روز کے مناظر اور جوں جوں ہم آگے بڑھتے جارہے ہیں عوام بڑی تعداد میں ہمارے مارچ میں شامل ہورہے ہیں۔
285,"Our prayers & condolences go our brethren in Turkiye, Syria & Lebanon on the precious lives lost in the devastation of the earthquake. We stand ready to offer all humanitarian assistance needed."
286,اجازت موجودتھی،کو اسلام آباد پولیس نےبدترین تشدد کا نشانہ بنایا۔حسان نیازی کوضمانت ملتےہی اٹھالیاگیا اور اسےقید میں رکھنےکیلئےایک جھوٹا مقدمہ اس پر ڈال دیا گیا۔میں پنجاب اور اسلام آباد کےآئی جیز اور ان مجرمانہ سرگرمیوں میں ملوث تمام افسران کی تصاویر انسانی حقوق کی عالمی تنظیموں
287,Equally outrageous is what is being considered such a great crime would in entire civilised world be considered his democratic right to criticise. He must be released immediately. Sad to see our justice system unwilling to stop repeated violations of Swati's basic human rights.
288,قانون کی حکمرانی کےبغیرجمہوریت کا تصور ہی محال ہےاور ایک مضبوط،آزاد اور معتبر عدالتی نظام قانون کی حکمرانی یقینی بناتا،دستور کی حفاظت کرتاہے۔قوم انتخابات کےحوالے سے LHCکےفیصلے کی تحسین کرتی اور آئین کی بالادستی+نظامِ عدل سےوابستہ امیدیں زندہ کرنےکیلئےعدلیہ کی پُشت پرکھڑی ہے
