,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
341,342,"Under the flood relief cash program, 37.2 billion rupees are being delivered to 90 lakh people immediately. This relief amount is in addition to the amount given in the form of loss of life and property after the joint survey. Helping and rehabilitating flood victims is our national mission.",,,
342,343,"Today, the people of Pakistan pay rich tribute to Kashmiris & vow to keep standing by them in their just struggle. The world should not turn a blind eye to Indian human rights abuses in IIOJK, which is a heavily militarized valley. Urge for freedom cannot be suppressed for long.",,,
343,344,"Had a very productive meeting with UN Secretary General 
@antonioguterres
 earlier today. He has shown empathetic leadership to highlight sufferings of the flood victims. The international community should come forward to help Pakistan that is undergoing horrors of climate change.",,,
344,345,"By planting a sapling today, I inaugurated the national tree plantation drive 2023. Under this, 240 million new trees will be planted. Bequeathing a pollution-free environment is our collective responsibility. I appeal to all segments of society to come forward & play their part.",,,
345,346,I strongly condemn killing of our 4 security officials in a terrorist incident along Pakistan-Iran border in Balochistan. Nation pays homage to the sacrifices of their martyred soldiers in line of duty. We expect Iran will ensure that its soil is not used for cross border attacks,,,
346,347,"In 2018, as leader of the Opposition, I proposed the idea of Charter of Economy which was ignored with disdain by the then government. It is need of the hour now. We are starting a process of consultation with all political stakeholders to build consensus on the Charter.",,,
347,348,The tax slabs have been revised. Those earning up to Rs. 1.2 million (12 lakh rupay) annually have been exempted from taxes.,,,
348,349,"Media, religious scholars & political leaders have a fundamental role in creating national consensus against terrorism. The State will adopt zero tolerance policy against terrorism. The meeting agreed to institute implementation mechanism for the decisions. 3/3",,,
349,350,"Three, Imran Niazi deeply hurt the global prestige & standing of the country & its relations with friendly countries. Four, he has lost a sense of balance in his lust for power, which is evidenced by his habitual recourse to lies, propaganda & blatant twisting of facts.",,,
350,351,Humbled by the invitation to co-chair the COP27 roundtable in Egypt next month. The world is acknowledging the severity of climate challenge that threatens to stunt our civilization & development. We need to turn this realization into concrete action to combat climate change.,,,
351,352,"On the 99th Republic Day of Turkiye, I extend our heartiest felicitations to President @RTErdogan & the people of Turkiye. The heroic struggle of Turkish people for independence under the leadership of Ghazi Mustafa Kemal Ataturk holds a prominent place in the annals of history.",,,
352,353,"Pakistan would extend all possible support to Chinese investors with competitive incentives in all sectors particularly in renewable energy,access to high-quality infrastructure & foolproof security arrangements. Enhanced people-to-people contact remains at core of our friendship",,,
353,354,Our non-Muslim citizens are part & parcel of our national fabric. I have approved the establishment of a task force on the rights of minorities. This body will oversee the implementation of measures about the rights of minorities & present quarterly report to me.,,,
354,355,"Subh bakhair. Hope you all had wonderful time with your families during Eid holidays & rested well… 

Let us get back to work now!",,,
355,356,"Federal cabinet today decided to increase the cash assistance from Rs. 28 billion to Rs. 70 billion as one-time payment at the rate of Rs. 25,000 per family. This increase was made keeping in view the scale & extent of flood damage. The money is being distributed through BISP.",,,
356,357,"Passion, commitment & discipline

Well done Team Pakistan  for an incredible come back.",,,
357,358,"My family lost a parent and grandparent, a source of love and inspiration — my father Donald Blinken. A member of the U.S. Army Air Corps, a U.S. Ambassador, president of the Mark Rothko Foundation, chair of the State University of New York dad served his city, state and country.",,,
358,359,Pakistan welcomes the adoption of a resolution by UN General Assembly to support its reconstruction efforts. The world should respond vigorously to the UN revised aid appeal & provide access to climate finance & debt relief to Pakistan. These actions are critical at this stage.,,,
359,360,"أنا وجميع الشعب الباكستاني كلنا نتوجه إلى الله عز وجل بالدعاء أن ينعم على صاحب الجلالة خادم الحرمين الشريفين الملك سلمان بن عبد العزيز بدوام الصحة والعافية وطول البقاء.
@KingSalman",,,
360,361,"The Center will serve as a bridge between disaster management authorities, donors & government institutions. It will collect & analyse latest information & pass it on to the relevant govt agencies. It will also oversee rescue & relief work including restoration of infrastructure.",,,
